龍華科技大學,國際企業系,578,387
龍華科技大學,資訊管理系,515,378
龍華科技大學,工業管理系,466,369
嶺東科技大學,視覺傳達設計系,604,507
嶺東科技大學,數位媒體設計系,528,483.5
嶺東科技大學,財務金融系,546,466.5
嶺東科技大學,觀光與休閒管理系,506,451
嶺東科技大學,創意產品設計系,547,446
嶺東科技大學,行銷與流通管理系,545,445
嶺東科技大學,企業管理系,524,443
嶺東科技大學,會計資訊系,552,442
嶺東科技大學,應用外語系,508,432
嶺東科技大學,國際企業系,496,426
嶺東科技大學,金融與風險管理系,462,426
嶺東科技大學,資訊管理系數位生活設計組,460,422
嶺東科技大學,財政系,508,421
嶺東科技大學,資訊管理系資訊管理應用組,499.5,414
嶺東科技大學,資訊科技系,523,408
嶺東科技大學,資訊網路系,431,400
環球科技大學,資訊管理系,310,288
環球科技大學,觀光與生態旅遊系,319,284
環球科技大學,多媒體動畫設計系,250,231
環球科技大學,行銷管理系,512,214
環球科技大學,企業管理系,501.5,206
環球科技大學,創意公共傳播設計系,252,194
蘭陽技術學院,餐旅管理系,254,254
蘭陽技術學院,數位行銷系,311,230
蘭陽技術學院,健康休閒管理系,518,196
蘭陽技術學院,室內設計系,276,186
