1008,南投縣,02004,青魚,100,759
1008,南投縣,02004,青魚,101,715.51779
1008,南投縣,02004,青魚,102,369.105
1008,南投縣,02004,青魚,103,391.73375
1008,南投縣,02004,青魚,104,80.19
1008,南投縣,02004,青魚,105,72.16
1008,南投縣,02004,青魚,106,110.88
1008,南投縣,02006,白鰱,92,1518
1008,南投縣,02006,白鰱,93,1100
1008,南投縣,02006,白鰱,94,1023
1008,南投縣,02007,鯁魚,92,1021.5
1008,南投縣,02007,鯁魚,93,1062.6
1008,南投縣,02007,鯁魚,94,408
1008,南投縣,02007,鯁魚,95,344.05
1008,南投縣,02007,鯁魚,96,518
1008,南投縣,02007,鯁魚,97,368
1008,南投縣,02007,鯁魚,98,142.5
1008,南投縣,02007,鯁魚,100,27.225
1008,南投縣,02007,鯁魚,101,231
1008,南投縣,02007,鯁魚,102,231
1008,南投縣,02007,鯁魚,103,235.2
1008,南投縣,03002,花鰻鱺,105,3060
1008,南投縣,03002,花鰻鱺,106,3060
1008,南投縣,04001,淡水鯰,95,30.21
1008,南投縣,05001,大口黑鱸,104,576.6
1008,南投縣,05001,大口黑鱸,105,726.6
1008,南投縣,0500X,鱸魚,95,547.825
1008,南投縣,0500X,鱸魚,101,209.8
1008,南投縣,0500X,鱸魚,102,410.3
1008,南投縣,05099,其他鱸魚,96,16
1008,南投縣,07001,錦鯉與金魚,99,3211.79268
1008,南投縣,07001,錦鯉與金魚,100,3567.4
1008,南投縣,07001,錦鯉與金魚,101,4647.75172
1008,南投縣,07001,錦鯉與金魚,102,4588.18518
1008,南投縣,07001,錦鯉與金魚,103,3626
1008,南投縣,07001,錦鯉與金魚,104,3865
1008,南投縣,07001,錦鯉與金魚,105,4378
1008,南投縣,07001,錦鯉與金魚,106,4126
1008,南投縣,07002,觀賞性慈鯛,100,11385
1008,南投縣,07002,觀賞性慈鯛,101,1930
1008,南投縣,07006,觀賞性甲殼類,104,1181
1008,南投縣,07006,觀賞性甲殼類,105,1357
1008,南投縣,07006,觀賞性甲殼類,106,1139
1008,南投縣,0700X,觀賞魚,95,27.5
1008,南投縣,07099,其他觀賞魚,99,19393.2622
1008,南投縣,07099,其他觀賞魚,100,5491.94087
1008,南投縣,07099,其他觀賞魚,101,4784.04485
1008,南投縣,07099,其他觀賞魚,102,5044.51656
1008,南投縣,07099,其他觀賞魚,103,4283
1008,南投縣,07099,其他觀賞魚,104,2840
1008,南投縣,07099,其他觀賞魚,105,7117
1008,南投縣,07099,其他觀賞魚,106,13050
1008,南投縣,09001,香魚,92,561
1008,南投縣,09001,香魚,93,315
1008,南投縣,09001,香魚,94,717.5
1008,南投縣,62001,鱘,104,3330.6
1008,南投縣,62001,鱘,105,6046.75
1008,南投縣,62001,鱘,106,1995
1008,南投縣,62998,其他淡水魚類,92,2917.2
1008,南投縣,62998,其他淡水魚類,93,3444
1008,南投縣,62998,其他淡水魚類,94,6625.5
1008,南投縣,62998,其他淡水魚類,95,3716
1008,南投縣,62998,其他淡水魚類,96,4995
1008,南投縣,62998,其他淡水魚類,97,5371.4
1008,南投縣,62998,其他淡水魚類,98,3555.5
1008,南投縣,62998,其他淡水魚類,99,3037.05
1008,南投縣,62998,其他淡水魚類,100,2635.425
1008,南投縣,62998,其他淡水魚類,101,5546.192
1008,南投縣,62998,其他淡水魚類,102,5281.125
1008,南投縣,62998,其他淡水魚類,103,5319.515
1008,南投縣,62998,其他淡水魚類,104,1345.5
1008,南投縣,62998,其他淡水魚類,105,1328.85
1008,南投縣,62998,其他淡水魚類,106,1039.89
1008,南投縣,64006,羅氏沼蝦,104,72.6
1008,南投縣,64006,羅氏沼蝦,105,836.4
1008,南投縣,64006,羅氏沼蝦,106,920.04
1008,南投縣,64099,其他蝦類,92,1149.5
1008,南投縣,64099,其他蝦類,93,1404
1008,南投縣,64099,其他蝦類,94,1968
1008,南投縣,64099,其他蝦類,95,1896
1008,南投縣,64099,其他蝦類,96,3872
1008,南投縣,64099,其他蝦類,97,3508
1008,南投縣,64099,其他蝦類,98,1524
1008,南投縣,64099,其他蝦類,99,1248
1008,南投縣,64099,其他蝦類,100,1437.5
1008,南投縣,64099,其他蝦類,101,1076.4664
1008,南投縣,64099,其他蝦類,102,256.65
1008,南投縣,64099,其他蝦類,103,234
1008,南投縣,64099,其他蝦類,104,243
1008,南投縣,64099,其他蝦類,105,218.7
1008,南投縣,64099,其他蝦類,106,266.85
1008,南投縣,64205,中華絨螯蟹,104,6768
1008,南投縣,64205,中華絨螯蟹,105,8460
1008,南投縣,64205,中華絨螯蟹,106,8742
1009,雲林縣,01001,吳郭魚類,92,929648.6921
1009,雲林縣,01001,吳郭魚類,93,267107.852
1009,雲林縣,01001,吳郭魚類,94,644560.0128
1009,雲林縣,01001,吳郭魚類,95,552173.5318
1009,雲林縣,01001,吳郭魚類,96,439199.5017
1009,雲林縣,01001,吳郭魚類,97,1079550.857
1009,雲林縣,01001,吳郭魚類,98,502077.958
1009,雲林縣,01001,吳郭魚類,99,372775.7225
1009,雲林縣,01001,吳郭魚類,100,510061.6716
1009,雲林縣,01001,吳郭魚類,101,293719.9
1009,雲林縣,01001,吳郭魚類,102,233034.61
1009,雲林縣,01001,吳郭魚類,103,263205.18
1009,雲林縣,01001,吳郭魚類,104,316612.837
1009,雲林縣,01001,吳郭魚類,105,162899.0455
1009,雲林縣,01001,吳郭魚類,106,121528.395
1009,雲林縣,02001,鯉魚,92,1333.31223
1009,雲林縣,02001,鯉魚,93,1107.9646
1009,雲林縣,02001,鯉魚,94,215.14414
1009,雲林縣,02001,鯉魚,96,237.744
1009,雲林縣,02001,鯉魚,97,0
1009,雲林縣,02001,鯉魚,98,2803.5
1009,雲林縣,02001,鯉魚,99,2283.4
1009,雲林縣,02001,鯉魚,100,2258.4
1009,雲林縣,02001,鯉魚,101,2142.8
1009,雲林縣,02001,鯉魚,102,2108.5
1009,雲林縣,02001,鯉魚,103,2203.85
1009,雲林縣,02001,鯉魚,104,1014.325
1009,雲林縣,02001,鯉魚,105,1.085
1009,雲林縣,02002,鯽魚,94,110.25
1009,雲林縣,02002,鯽魚,95,29.4
1009,雲林縣,02002,鯽魚,96,427.922
1009,雲林縣,02003,草魚,94,584.045
1009,雲林縣,02003,草魚,95,53.095
1009,雲林縣,02003,草魚,96,70.42
1009,雲林縣,02003,草魚,97,11379.2
1009,雲林縣,02003,草魚,98,22387.5
1009,雲林縣,02003,草魚,99,28878.988
1009,雲林縣,02003,草魚,100,21478.75
1009,雲林縣,02003,草魚,101,19522.8
1009,雲林縣,02003,草魚,102,36844.6
1009,雲林縣,02003,草魚,103,3536.65
1009,雲林縣,02003,草魚,104,1211.63
1009,雲林縣,02003,草魚,105,2.635
1009,雲林縣,02004,青魚,100,1100.04
1009,雲林縣,03001,日本鰻鱺,92,3521791.68
1009,雲林縣,03001,日本鰻鱺,93,1706489.501
1009,雲林縣,03001,日本鰻鱺,94,1361721.262
1009,雲林縣,03001,日本鰻鱺,95,2117953.019
1009,雲林縣,03001,日本鰻鱺,96,2176122.839
1009,雲林縣,03001,日本鰻鱺,97,1771616.96
1009,雲林縣,03001,日本鰻鱺,98,2306892.75
1009,雲林縣,03001,日本鰻鱺,99,3526962.14
1009,雲林縣,03001,日本鰻鱺,100,3440446.395
1009,雲林縣,03001,日本鰻鱺,101,763377.856
1009,雲林縣,03001,日本鰻鱺,102,428085.45
1009,雲林縣,03001,日本鰻鱺,103,403512.795
1009,雲林縣,03001,日本鰻鱺,104,1554512.2
1009,雲林縣,03001,日本鰻鱺,105,1730003.13
1009,雲林縣,03001,日本鰻鱺,106,880318.8621
1009,雲林縣,03002,花鰻鱺,104,5717.385
1009,雲林縣,03002,花鰻鱺,105,1425.6
1009,雲林縣,03002,花鰻鱺,106,40
1009,雲林縣,03099,其他鰻,104,6650
1009,雲林縣,03099,其他鰻,105,700
1009,雲林縣,04001,淡水鯰,92,18519.70571
1009,雲林縣,04001,淡水鯰,93,3170.8915
1009,雲林縣,04001,淡水鯰,94,954.975
1009,雲林縣,04001,淡水鯰,95,1404.76225
1009,雲林縣,04001,淡水鯰,96,49367.394
1009,雲林縣,04001,淡水鯰,97,1009.02
1009,雲林縣,04001,淡水鯰,99,6631.4
1009,雲林縣,05001,大口黑鱸,103,25211.28
1009,雲林縣,05001,大口黑鱸,104,36288.7
1009,雲林縣,05001,大口黑鱸,105,76175.4
1009,雲林縣,05001,大口黑鱸,106,37096
1009,雲林縣,05002,日本花鱸,101,355445.256
1009,雲林縣,05002,日本花鱸,102,331320.5
1009,雲林縣,05002,日本花鱸,103,579054
1009,雲林縣,05002,日本花鱸,104,24649.1
1009,雲林縣,05002,日本花鱸,105,54697.8
1009,雲林縣,05002,日本花鱸,106,44161.99
1009,雲林縣,05004,尖吻鱸,103,23579.794
1009,雲林縣,05004,尖吻鱸,105,20536
1009,雲林縣,05004,尖吻鱸,106,49782.75
1009,雲林縣,0500X,鱸魚,92,178980.7925
1009,雲林縣,0500X,鱸魚,93,235252.4805
1009,雲林縣,0500X,鱸魚,94,204846.111
1009,雲林縣,0500X,鱸魚,95,138318.012
1009,雲林縣,0500X,鱸魚,96,158052.3315
1009,雲林縣,0500X,鱸魚,97,136430.06
1009,雲林縣,0500X,鱸魚,98,60036.5
1009,雲林縣,0500X,鱸魚,99,339953.5
1009,雲林縣,0500X,鱸魚,100,437291.582
1009,雲林縣,05099,其他鱸魚,103,33382.32
1009,雲林縣,06001,泥鰍,92,2754.2194
1009,雲林縣,06001,泥鰍,93,1070.3745
1009,雲林縣,06001,泥鰍,94,449.388
1009,雲林縣,07001,錦鯉與金魚,99,26841.5773
1009,雲林縣,07001,錦鯉與金魚,100,117421.8474
1009,雲林縣,07001,錦鯉與金魚,101,74447.00305
1009,雲林縣,07001,錦鯉與金魚,102,59961.94523
1009,雲林縣,07001,錦鯉與金魚,103,43802
1009,雲林縣,07001,錦鯉與金魚,104,39462
1009,雲林縣,07001,錦鯉與金魚,105,14471
1009,雲林縣,07001,錦鯉與金魚,106,16008
1009,雲林縣,0700X,觀賞魚,92,1844.335
1009,雲林縣,0700X,觀賞魚,93,0
1009,雲林縣,0700X,觀賞魚,94,139.50645
1009,雲林縣,0700X,觀賞魚,95,35.45685
1009,雲林縣,07099,其他觀賞魚,99,26282.664
1009,雲林縣,07099,其他觀賞魚,100,12130.48625
1009,雲林縣,07099,其他觀賞魚,101,8934.28388
1009,雲林縣,07099,其他觀賞魚,102,9261.52415
1009,雲林縣,07099,其他觀賞魚,103,8826
1009,雲林縣,07099,其他觀賞魚,104,6343
1009,雲林縣,07099,其他觀賞魚,105,7835
1009,雲林縣,07099,其他觀賞魚,106,8442.5
1009,雲林縣,10001,虱目魚,92,24034.78968
1009,雲林縣,10001,虱目魚,93,15005.41244
1009,雲林縣,10001,虱目魚,94,6476.524
1009,雲林縣,10001,虱目魚,95,7820.62594
1009,雲林縣,10001,虱目魚,96,45262.7332
1009,雲林縣,10001,虱目魚,97,79432.809
1009,雲林縣,10001,虱目魚,98,67120.31
1009,雲林縣,10001,虱目魚,99,124716.7845
1009,雲林縣,10001,虱目魚,100,181937.385
1009,雲林縣,10001,虱目魚,101,163973.7
1009,雲林縣,10001,虱目魚,102,243662.7
1009,雲林縣,10001,虱目魚,103,280152.565
1009,雲林縣,10001,虱目魚,104,146693.72
1009,雲林縣,10001,虱目魚,105,219151.48
1009,雲林縣,10001,虱目魚,106,206844.54
1009,雲林縣,12001,真鯛,92,18.2169
1009,雲林縣,12004,黑棘鯛,92,21749.4837
1009,雲林縣,12004,黑棘鯛,93,18255.37188
1009,雲林縣,12004,黑棘鯛,94,3313.23644
1009,雲林縣,12004,黑棘鯛,95,1615.17904
1009,雲林縣,12004,黑棘鯛,96,7539.4705
1009,雲林縣,12004,黑棘鯛,97,5166.1
1009,雲林縣,12004,黑棘鯛,98,2050
1009,雲林縣,12004,黑棘鯛,99,1399.65
1009,雲林縣,12004,黑棘鯛,100,1167.75
1009,雲林縣,12004,黑棘鯛,101,546
1009,雲林縣,12004,黑棘鯛,102,497.25
1009,雲林縣,12004,黑棘鯛,103,476
1009,雲林縣,12004,黑棘鯛,104,477
1009,雲林縣,12004,黑棘鯛,105,5183.04
1009,雲林縣,12004,黑棘鯛,106,539
1009,雲林縣,12099,其他鯛,92,1292.64825
1009,雲林縣,12099,其他鯛,93,736.182
1009,雲林縣,12099,其他鯛,94,124.362
1009,雲林縣,12099,其他鯛,95,122.85
1009,雲林縣,12099,其他鯛,96,1641.1011
1009,雲林縣,12099,其他鯛,97,390
1009,雲林縣,15002,小黃魚,94,258.529
1009,雲林縣,15002,小黃魚,100,350
1009,雲林縣,15002,小黃魚,101,1155
1009,雲林縣,15002,小黃魚,102,686
1009,雲林縣,15002,小黃魚,103,318
1009,雲林縣,15002,小黃魚,104,459
1009,雲林縣,15002,小黃魚,105,350
1009,雲林縣,15002,小黃魚,106,496.4
1009,雲林縣,15004,白姑魚,94,502.2768
1009,雲林縣,15004,白姑魚,95,853.664
1009,雲林縣,15004,白姑魚,96,1486.745
1009,雲林縣,15004,白姑魚,97,1851.75
1009,雲林縣,15004,白姑魚,98,6877.35
1009,雲林縣,15004,白姑魚,99,5086.803
1009,雲林縣,15004,白姑魚,100,3445.05
1009,雲林縣,15004,白姑魚,101,3215.85
1009,雲林縣,15004,白姑魚,102,2710
1009,雲林縣,15004,白姑魚,103,854
1009,雲林縣,15004,白姑魚,104,1488.75
1009,雲林縣,15004,白姑魚,105,1596.672
1009,雲林縣,15004,白姑魚,106,1488.9
1009,雲林縣,15099,其他石首魚,92,31.185
1009,雲林縣,15099,其他石首魚,97,0
1009,雲林縣,15099,其他石首魚,98,602.165
1009,雲林縣,15099,其他石首魚,99,543.906
1009,雲林縣,15099,其他石首魚,100,1270.5
1009,雲林縣,15099,其他石首魚,101,877.5
1009,雲林縣,15099,其他石首魚,102,615
1009,雲林縣,15099,其他石首魚,103,693
1009,雲林縣,15099,其他石首魚,104,517
1009,雲林縣,15099,其他石首魚,105,699.8985
1009,雲林縣,15099,其他石首魚,106,349.8
1009,雲林縣,17001,馬頭魚,105,1.092
1009,雲林縣,26001,瑪拉巴石斑,103,651
1009,雲林縣,26001,瑪拉巴石斑,104,721
1009,雲林縣,26001,瑪拉巴石斑,105,670.6
1009,雲林縣,26001,瑪拉巴石斑,106,372.75
1009,雲林縣,26003,鞍帶石斑魚,103,18995
1009,雲林縣,26003,鞍帶石斑魚,104,24377.1
1009,雲林縣,26003,鞍帶石斑魚,105,18293.2
1009,雲林縣,26003,鞍帶石斑魚,106,12300.6
1009,雲林縣,2600X,鱠,92,497.65522
1009,雲林縣,2600X,鱠,93,516.5244
1009,雲林縣,2600X,鱠,95,42654.42
1009,雲林縣,2600X,鱠,96,11224.46
1009,雲林縣,2600X,鱠,97,6052.11
1009,雲林縣,2600X,鱠,98,16030
1009,雲林縣,2600X,鱠,99,61150
1009,雲林縣,2600X,鱠,100,14006.5
1009,雲林縣,2600X,鱠,101,8736.336
1009,雲林縣,2600X,鱠,102,1957.4
1009,雲林縣,26099,其他石斑,105,1.715
1009,雲林縣,26099,其他石斑,106,380.6
1009,雲林縣,33001,斑海鯰,92,59.7375
1009,雲林縣,33001,斑海鯰,93,47.58575
1009,雲林縣,33001,斑海鯰,105,0.0464
1009,雲林縣,35001,眼眶魚,92,4.72797
1009,雲林縣,35001,眼眶魚,93,6.70429
1009,雲林縣,35001,眼眶魚,94,5.98068
1009,雲林縣,36009,烏鯧,103,666
1009,雲林縣,36009,烏鯧,104,802.5
1009,雲林縣,36009,烏鯧,105,1017.45
1009,雲林縣,36009,烏鯧,106,969
1009,雲林縣,37001,鯔,92,4098.9977
1009,雲林縣,37001,鯔,93,4266.0296
1009,雲林縣,37001,鯔,94,1278.0426
1009,雲林縣,37001,鯔,95,62225.44
1009,雲林縣,37001,鯔,96,100300
1009,雲林縣,37001,鯔,97,51420
1009,雲林縣,37001,鯔,98,84879
1009,雲林縣,37001,鯔,99,81309
1009,雲林縣,37001,鯔,100,148800
1009,雲林縣,37001,鯔,101,24879.75
1009,雲林縣,37001,鯔,102,72349.755
1009,雲林縣,37001,鯔,103,97179.55
1009,雲林縣,37001,鯔,104,35774.25
1009,雲林縣,37001,鯔,105,4874.675
1009,雲林縣,37001,鯔,106,35300
1009,雲林縣,38001,銀鯧,92,4017.16224
1009,雲林縣,38001,銀鯧,93,5100.26
1009,雲林縣,38001,銀鯧,94,836.22
1009,雲林縣,38001,銀鯧,95,393.8
1009,雲林縣,38001,銀鯧,96,4655.34
1009,雲林縣,38001,銀鯧,97,20125
1009,雲林縣,38001,銀鯧,98,21801
1009,雲林縣,38001,銀鯧,99,16497
1009,雲林縣,38001,銀鯧,100,20394
1009,雲林縣,38001,銀鯧,101,25725
1009,雲林縣,38001,銀鯧,102,19544
1009,雲林縣,38001,銀鯧,103,11620.75
1009,雲林縣,38001,銀鯧,104,10447.5
1009,雲林縣,38001,銀鯧,105,13680.5625
1009,雲林縣,38001,銀鯧,106,16709
1009,雲林縣,38002,鐮鯧,92,247.1091
1009,雲林縣,38002,鐮鯧,93,297.868
1009,雲林縣,38002,鐮鯧,94,700.035
1009,雲林縣,38002,鐮鯧,95,702.86
1009,雲林縣,38002,鐮鯧,96,2142.06
1009,雲林縣,38002,鐮鯧,97,6138
1009,雲林縣,38002,鐮鯧,98,2355
1009,雲林縣,38002,鐮鯧,99,2569.5
1009,雲林縣,38002,鐮鯧,100,1818
1009,雲林縣,38002,鐮鯧,101,1723.5
1009,雲林縣,38002,鐮鯧,102,978
1009,雲林縣,38099,其他鯧,106,83.2
1009,雲林縣,39001,刺鯧,92,239.30424
1009,雲林縣,39001,刺鯧,93,271.36
1009,雲林縣,39001,刺鯧,94,165.625
1009,雲林縣,39001,刺鯧,96,542.08
1009,雲林縣,39001,刺鯧,97,2370
1009,雲林縣,39001,刺鯧,98,2950
1009,雲林縣,39001,刺鯧,99,2868.75
1009,雲林縣,39001,刺鯧,100,873.75
1009,雲林縣,39001,刺鯧,101,1124.75
1009,雲林縣,39001,刺鯧,102,990
1009,雲林縣,39001,刺鯧,103,888.75
1009,雲林縣,39001,刺鯧,104,895
1009,雲林縣,39001,刺鯧,105,995
1009,雲林縣,39001,刺鯧,106,1020
1009,雲林縣,48000,帶魚屬,92,868.5558
1009,雲林縣,48000,帶魚屬,93,1035.888
1009,雲林縣,48000,帶魚屬,94,2410.128
1009,雲林縣,48000,帶魚屬,95,1498.56
1009,雲林縣,48000,帶魚屬,96,1610.82
1009,雲林縣,48000,帶魚屬,97,615.6
1009,雲林縣,48000,帶魚屬,98,1345.5
1009,雲林縣,48000,帶魚屬,99,5860.8
1009,雲林縣,48000,帶魚屬,100,4433.75
1009,雲林縣,48000,帶魚屬,101,6237.3
1009,雲林縣,48000,帶魚屬,102,5010.2
1009,雲林縣,48000,帶魚屬,103,4194
1009,雲林縣,48000,帶魚屬,104,3255
1009,雲林縣,48000,帶魚屬,105,5218.05
1009,雲林縣,48000,帶魚屬,106,4307.9
1009,雲林縣,53201,康氏馬加鰆,92,41.48496
1009,雲林縣,53201,康氏馬加鰆,93,51.17
1009,雲林縣,53201,康氏馬加鰆,94,25.8
1009,雲林縣,53201,康氏馬加鰆,103,742.5
1009,雲林縣,53201,康氏馬加鰆,104,996
1009,雲林縣,53201,康氏馬加鰆,105,1098.75
1009,雲林縣,53201,康氏馬加鰆,106,1222.5
1009,雲林縣,53202,日本馬加鰆,92,1701.53064
1009,雲林縣,53202,日本馬加鰆,93,1206.3255
1009,雲林縣,53202,日本馬加鰆,94,873.0225
1009,雲林縣,53202,日本馬加鰆,95,309.685
1009,雲林縣,53202,日本馬加鰆,96,1373.11
1009,雲林縣,53202,日本馬加鰆,97,3978
1009,雲林縣,53202,日本馬加鰆,98,3144
1009,雲林縣,53202,日本馬加鰆,99,1914
1009,雲林縣,53202,日本馬加鰆,100,2590.5
1009,雲林縣,53202,日本馬加鰆,101,412.8
1009,雲林縣,53202,日本馬加鰆,102,796.125
1009,雲林縣,53203,高麗馬加鰆,92,760.79982
1009,雲林縣,53203,高麗馬加鰆,93,740.194
1009,雲林縣,53203,高麗馬加鰆,94,601.396
1009,雲林縣,53203,高麗馬加鰆,95,425.29
1009,雲林縣,53203,高麗馬加鰆,96,3368.48
1009,雲林縣,53203,高麗馬加鰆,97,4907
1009,雲林縣,53203,高麗馬加鰆,98,4220
1009,雲林縣,53203,高麗馬加鰆,99,2583
1009,雲林縣,53203,高麗馬加鰆,100,3822.5
1009,雲林縣,53203,高麗馬加鰆,101,4977.25
1009,雲林縣,53203,高麗馬加鰆,102,2332
1009,雲林縣,53203,高麗馬加鰆,103,1428
1009,雲林縣,53203,高麗馬加鰆,104,1720
1009,雲林縣,53203,高麗馬加鰆,105,1773.75
1009,雲林縣,53203,高麗馬加鰆,106,1706.25
1009,雲林縣,5600X,大鯊,92,563.18784
1009,雲林縣,5600X,大鯊,93,578.4
1009,雲林縣,5600Y,鯊條,92,34.72425
1009,雲林縣,5600Y,鯊條,93,38.02426
1009,雲林縣,5600Y,鯊條,94,6.867
1009,雲林縣,5600Y,鯊條,95,51.993
1009,雲林縣,5600Y,鯊條,96,360.57
1009,雲林縣,5600Y,鯊條,97,222.2
1009,雲林縣,5600Y,鯊條,98,216.4
1009,雲林縣,5600Y,鯊條,99,266.5
1009,雲林縣,5600Y,鯊條,100,669
1009,雲林縣,5600Y,鯊條,101,579.8
1009,雲林縣,5600Y,鯊條,102,517.5
1009,雲林縣,56100,真鯊屬,106,132
1009,雲林縣,56999,其他鯊,103,508
1009,雲林縣,56999,其他鯊,104,446.675
1009,雲林縣,56999,其他鯊,105,425.6
1009,雲林縣,56999,其他鯊,106,307.2
1009,雲林縣,60000,單棘魨科,94,8.22
1009,雲林縣,60000,單棘魨科,95,22.605
1009,雲林縣,60000,單棘魨科,96,50.858
1009,雲林縣,60000,單棘魨科,97,191.75
1009,雲林縣,60000,單棘魨科,98,456
1009,雲林縣,60000,單棘魨科,99,236.5
1009,雲林縣,60000,單棘魨科,100,156.25
1009,雲林縣,60000,單棘魨科,101,236.55
1009,雲林縣,60000,單棘魨科,102,94.5
1009,雲林縣,60000,單棘魨科,103,91
1009,雲林縣,60000,單棘魨科,104,82.25
1009,雲林縣,60000,單棘魨科,105,512.5
1009,雲林縣,60000,單棘魨科,106,108.65
1009,雲林縣,62998,其他淡水魚類,92,34824.73128
1009,雲林縣,62998,其他淡水魚類,93,20949.1854
1009,雲林縣,62998,其他淡水魚類,94,4739.25452
1009,雲林縣,62998,其他淡水魚類,95,1956.18852
1009,雲林縣,62998,其他淡水魚類,96,185.4528
1009,雲林縣,62998,其他淡水魚類,97,1071.6
1009,雲林縣,62998,其他淡水魚類,98,117.925
1009,雲林縣,62998,其他淡水魚類,99,69007.95
1009,雲林縣,62998,其他淡水魚類,100,73.975
1009,雲林縣,62998,其他淡水魚類,104,9.1
1009,雲林縣,62998,其他淡水魚類,105,8.58
1009,雲林縣,62999,其他海水魚類,92,60267.94812
1009,雲林縣,62999,其他海水魚類,93,48908.45436
1009,雲林縣,62999,其他海水魚類,94,9279.01332
1009,雲林縣,62999,其他海水魚類,95,8849.12002
1009,雲林縣,62999,其他海水魚類,96,21919.5043
1009,雲林縣,62999,其他海水魚類,97,0
1009,雲林縣,62999,其他海水魚類,98,7149.825
1009,雲林縣,62999,其他海水魚類,99,5663.9
1009,雲林縣,62999,其他海水魚類,100,11568.5
1009,雲林縣,62999,其他海水魚類,101,50468.75
1009,雲林縣,62999,其他海水魚類,102,44874
1009,雲林縣,62999,其他海水魚類,103,46440
1009,雲林縣,62999,其他海水魚類,104,12573.75
1009,雲林縣,62999,其他海水魚類,105,13671.118
1009,雲林縣,62999,其他海水魚類,106,56296.5
1009,雲林縣,63001,花枝,92,191.595
1009,雲林縣,63001,花枝,93,228.32051
1009,雲林縣,63001,花枝,94,154.3776
1009,雲林縣,63001,花枝,95,702.616
1009,雲林縣,63001,花枝,96,3033.2518
1009,雲林縣,63001,花枝,97,4798
1009,雲林縣,63001,花枝,98,2705.6
1009,雲林縣,63001,花枝,99,2518
1009,雲林縣,63001,花枝,100,1692.6
1009,雲林縣,63001,花枝,101,1448
1009,雲林縣,63001,花枝,102,1168.5
1009,雲林縣,63001,花枝,103,918
1009,雲林縣,63001,花枝,104,931
1009,雲林縣,63001,花枝,105,1036
1009,雲林縣,63001,花枝,106,786.6
1009,雲林縣,63201,鎖管,92,19.71
1009,雲林縣,63201,鎖管,93,15.045
1009,雲林縣,63201,鎖管,94,51.92
1009,雲林縣,63201,鎖管,95,53.1
1009,雲林縣,63201,鎖管,96,421.3365
1009,雲林縣,63201,鎖管,97,2265.75
1009,雲林縣,63201,鎖管,98,1735
1009,雲林縣,63201,鎖管,99,2288
1009,雲林縣,63201,鎖管,100,1771.25
1009,雲林縣,63201,鎖管,101,1942.5
1009,雲林縣,63201,鎖管,102,1557
1009,雲林縣,63201,鎖管,103,608.35
1009,雲林縣,63201,鎖管,104,582.5
1009,雲林縣,63201,鎖管,105,660.4
1009,雲林縣,63201,鎖管,106,579.15
1009,雲林縣,63301,章魚,106,117
1009,雲林縣,64001,草對蝦,92,12637.52425
1009,雲林縣,64001,草對蝦,93,8656.6451
1009,雲林縣,64001,草對蝦,94,27965.0509
1009,雲林縣,64001,草對蝦,95,6509.8698
1009,雲林縣,64001,草對蝦,96,66050.055
1009,雲林縣,64001,草對蝦,97,24877.5
1009,雲林縣,64001,草對蝦,98,65757.25
1009,雲林縣,64001,草對蝦,99,67109
1009,雲林縣,64001,草對蝦,100,54374.5
1009,雲林縣,64001,草對蝦,101,56973.7
1009,雲林縣,64001,草對蝦,102,31584
1009,雲林縣,64001,草對蝦,103,20822
1009,雲林縣,64001,草對蝦,104,15027
1009,雲林縣,64001,草對蝦,105,15566
1009,雲林縣,64001,草對蝦,106,15822.7
1009,雲林縣,64002,日本對蝦,94,6546.8
1009,雲林縣,64002,日本對蝦,95,9955.28
1009,雲林縣,64002,日本對蝦,96,2999.48
1009,雲林縣,64002,日本對蝦,97,16924.6
1009,雲林縣,64002,日本對蝦,98,86688
1009,雲林縣,64002,日本對蝦,99,26272.8
1009,雲林縣,64002,日本對蝦,100,44391.25
1009,雲林縣,64002,日本對蝦,101,22957
1009,雲林縣,64002,日本對蝦,102,6258
1009,雲林縣,64002,日本對蝦,103,1518
1009,雲林縣,64002,日本對蝦,104,17735
1009,雲林縣,64002,日本對蝦,105,3061
1009,雲林縣,64002,日本對蝦,106,1583.3
1009,雲林縣,64003,多毛對蝦,96,369.325
1009,雲林縣,64003,多毛對蝦,97,4011.6
1009,雲林縣,64003,多毛對蝦,98,5141.25
1009,雲林縣,64003,多毛對蝦,99,2730
1009,雲林縣,64003,多毛對蝦,100,872
1009,雲林縣,64003,多毛對蝦,101,2755
1009,雲林縣,64003,多毛對蝦,102,2890
1009,雲林縣,64003,多毛對蝦,103,1635
1009,雲林縣,64003,多毛對蝦,104,528.5
1009,雲林縣,64003,多毛對蝦,105,591.66
1009,雲林縣,64003,多毛對蝦,106,780
1009,雲林縣,64004,彎角鷹爪蝦,97,0
1009,雲林縣,64004,彎角鷹爪蝦,98,1545.5
1009,雲林縣,64004,彎角鷹爪蝦,99,1320
1009,雲林縣,64004,彎角鷹爪蝦,100,342
1009,雲林縣,64004,彎角鷹爪蝦,101,549.5
1009,雲林縣,64004,彎角鷹爪蝦,102,429
1009,雲林縣,64004,彎角鷹爪蝦,103,274.75
1009,雲林縣,64004,彎角鷹爪蝦,104,257.25
1009,雲林縣,64004,彎角鷹爪蝦,105,358
1009,雲林縣,64004,彎角鷹爪蝦,106,131.25
1009,雲林縣,64005,刀額新對蝦,92,7462.6026
1009,雲林縣,64005,刀額新對蝦,93,6915.53
